기업,날짜,회계연도,분기,"주당순이익
RTX,22.09.30,2022,FY4Q,3.0,47.54,44.72,3.83,2.12,27.09,1.72,1.83,21.37,6.2,2.8,11.1,123.2,109.0,4.0
RTX,22.06.30,2022,FY3Q,2.99,47.36,43.9,4.58,2.08,32.0,2.03,2.19,21.0,6.2,2.8,10.8,123.5,109.7,4.0
RTX,22.03.31,2022,FY2Q,2.79,48.56,43.46,4.58,2.04,35.24,2.04,2.28,21.65,5.8,2.6,10.8,117.8,116.2,4.0
RTX,21.12.31,2022,FY1Q,2.56,48.66,42.88,4.71,2.01,33.34,1.76,2.0,18.22,5.4,2.4,10.9,118.7,118.6,4.0
TMO,25.09.27,2025,FY4Q,17.31,134.97,115.7,20.24,1.68,26.68,3.44,4.01,22.91,13.1,6.6,15.6,101.9,149.8,5.0
TMO,25.06.28,2025,FY3Q,17.29,133.63,114.32,20.05,1.64,23.41,3.05,3.57,20.34,13.3,6.6,15.7,100.5,193.3,5.0
TMO,25.03.29,2025,FY2Q,17.05,130.66,113.49,21.53,1.6,28.96,3.82,4.4,23.18,13.3,6.6,15.8,100.6,177.5,6.0
TMO,24.12.31,2025,FY1Q,16.53,129.8,112.25,22.69,1.56,31.41,4.01,4.64,22.96,13.2,6.4,16.0,96.3,166.0,5.0
TMO,24.09.28,2024,FY4Q,15.95,128.25,110.92,23.82,1.52,38.25,4.79,5.54,25.79,13.0,6.2,15.7,104.9,162.9,5.0
TMO,24.06.29,2024,FY3Q,16.12,124.17,110.85,24.47,1.48,33.93,4.45,4.99,22.58,13.5,6.4,15.9,107.7,172.5,5.0
TMO,24.03.30,2024,FY2Q,15.59,119.15,111.24,23.37,1.44,36.73,4.87,5.22,24.82,13.3,6.2,15.5,113.3,169.6,5.0
TMO,23.12.31,2024,FY1Q,15.45,121.08,111.03,21.78,1.4,34.21,4.39,4.79,24.4,13.5,6.2,15.2,111.3,175.5,5.0
TMO,23.09.30,2023,FY4Q,15.26,117.43,112.49,21.17,1.35,32.88,4.31,4.5,23.91,13.6,6.2,15.2,114.1,163.1,5.0
TMO,23.07.01,2023,FY4Q,14.63,113.35,112.76,19.93,1.3,35.18,4.6,4.62,26.16,13.2,6.1,14.6,115.0,141.7,6.0
TMO,23.04.01,2023,FY3Q,15.34,109.47,113.49,19.9,1.25,36.88,5.26,5.07,28.92,14.0,6.5,15.3,123.9,127.2,8.0
TMO,22.12.31,2023,FY1Q,17.63,112.19,114.58,23.35,1.2,31.08,4.91,4.81,23.59,16.3,7.5,17.3,120.8,148.3,12.0
TMO,22.10.01,2023,FY1Q,17.79,111.09,112.67,20.72,1.16,28.26,4.56,4.5,24.46,16.8,7.6,17.1,107.8,173.6,15.0
TMO,22.07.02,2022,FY4Q,18.79,107.89,109.24,22.54,1.12,28.85,5.08,5.01,24.29,18.3,8.5,19.4,114.0,164.6,17.0
TMO,22.04.02,2022,FY3Q,19.18,104.48,104.91,24.33,1.08,30.48,5.66,5.64,24.3,19.3,9.2,21.5,126.3,155.6,18.0
TMO,21.12.31,2022,FY1Q,19.46,103.54,99.52,23.63,1.04,34.04,6.45,6.71,28.24,20.4,10.2,24.6,133.0,149.7,19.0
TMO,21.10.02,2022,FY1Q,21.53,98.25,99.14,25.87,1.0,26.31,5.82,5.77,22.1,23.6,12.4,31.1,90.1,318.9,20.0
TMUS,25.09.30,2025,FY4Q,10.39,53.82,76.39,23.89,3.52,22.7,4.46,3.14,10.04,19.4,5.6,10.4,259.1,89.3,5.0
TMUS,25.06.30,2025,FY3Q,10.59,53.95,74.2,22.54,3.29,22.15,4.43,3.22,10.6,19.7,5.8,10.8,248.0,121.1,6.0
TMUS,25.03.31,2025,FY2Q,10.24,53.58,72.5,21.09,3.06,25.55,4.98,3.68,12.66,19.1,5.7,10.6,251.3,116.1,5.0
TMUS,24.12.31,2025,FY1Q,9.66,52.81,69.62,19.07,2.83,22.59,4.15,3.15,11.49,18.1,5.4,10.2,236.9,91.2,5.0
TMUS,24.09.30,2024,FY4Q,8.77,55.06,68.56,18.51,2.6,23.21,3.75,3.01,11.15,16.4,5.0,9.5,228.0,107.5,5.0
TMUS,24.06.30,2024,FY3Q,7.98,53.53,67.6,17.74,1.95,21.84,3.3,2.61,9.95,14.9,4.6,8.8,233.0,83.8,5.0
TMUS,24.03.31,2024,FY2Q,7.35,52.37,66.25,16.53,1.3,22.14,3.12,2.47,9.89,13.6,4.2,8.3,232.3,93.8,4.0
TMUS,23.12.31,2024,FY1Q,6.93,54.61,66.29,15.66,0.65,22.29,2.87,2.36,9.99,12.7,4.0,8.0,220.9,90.9,4.0
TMUS,23.09.30,2023,FY4Q,6.44,55.23,66.89,15.4,0.0,21.18,2.55,2.1,9.14,11.7,3.7,7.6,222.4,86.0,4.0
TMUS,23.06.30,2023,FY3Q,5.02,55.11,65.86,14.36,0.0,27.12,2.54,2.12,9.73,9.0,2.9,6.3,220.3,82.4,3.0
TMUS,23.03.31,2023,FY2Q,3.07,54.87,64.84,13.93,0.0,46.27,2.64,2.23,10.4,5.5,1.8,4.5,214.0,79.2,2.0
TMUS,22.12.31,2023,FY1Q,2.06,55.74,63.67,13.43,0.0,67.25,2.5,2.19,10.38,3.7,1.2,3.6,203.4,77.1,2.0
TMUS,22.09.30,2022,FY4Q,1.22,55.95,63.87,12.32,0.0,109.61,2.4,2.1,10.89,2.2,0.7,2.7,204.3,81.3,1.0
TMUS,22.06.30,2022,FY3Q,1.37,55.85,63.98,11.59,0.0,98.17,2.41,2.1,11.61,2.5,0.8,2.8,199.1,84.7,1.0
TMUS,22.03.31,2022,FY2Q,2.24,55.96,64.36,11.28,0.0,57.19,2.29,1.99,11.37,4.1,1.4,3.6,201.0,81.5,2.0
TMUS,21.12.31,2022,FY1Q,2.41,55.41,64.24,11.16,0.0,47.91,2.1,1.81,10.41,4.5,1.5,3.7,198.9,88.9,2.0
AMAT,25.07.27,2025,FY4Q,8.39,24.44,35.86,9.66,1.66,21.81,7.64,5.21,19.34,35.9,20.2,42.3,75.4,250.1,33.0
AMAT,25.04.27,2025,FY3Q,8.22,23.44,34.72,9.22,1.6,18.22,6.49,4.38,16.51,35.8,20.0,40.8,77.4,246.5,32.0
AMAT,25.01.26,2025,FY2Q,7.65,22.88,33.95,8.94,1.52,23.96,8.16,5.5,20.88,34.0,19.0,40.2,79.0,267.5,32.0
AMAT,24.10.27,2025,FY1Q,8.61,22.98,32.86,10.49,1.44,21.43,8.09,5.66,17.72,39.1,21.8,42.4,81.1,250.6,32.0
AMAT,24.07.28,2024,FY4Q,8.9,22.81,32.51,9.27,1.36,22.95,9.07,6.37,22.33,42.1,23.3,44.5,78.6,286.0,33.0
AMAT,24.04.28,2024,FY3Q,8.7,21.93,31.93,9.46,1.28,23.13,9.29,6.38,21.51,43.6,23.4,45.2,75.6,279.9,32.0
AMAT,24.01.28,2024,FY2Q,8.5,20.97,31.87,10.54,1.22,19.38,7.96,5.24,15.84,45.4,23.5,44.9,81.0,271.1,32.0
AMAT,23.10.29,2024,FY1Q,8.11,19.46,31.57,10.36,1.16,16.02,6.72,4.14,12.62,46.5,23.2,43.2,88.0,259.7,32.0
AMAT,23.07.30,2023,FY4Q,7.58,18.01,31.67,9.55,1.1,19.8,8.45,4.81,15.94,47.0,22.6,42.0,101.5,229.6,32.0
AMAT,23.04.30,2023,FY3Q,7.58,16.76,31.6,8.17,1.04,14.72,6.76,3.59,13.87,50.1,23.6,42.3,105.9,225.8,33.0
AMAT,23.01.29,2023,FY2Q,7.46,15.88,31.07,5.93,1.02,14.72,7.08,3.62,18.95,52.4,24.3,43.3,108.3,230.6,34.0
AMAT,22.10.30,2023,FY1Q,7.44,14.0,29.6,6.2,1.0,11.83,6.33,2.99,14.3,54.7,25.2,44.9,119.2,215.8,34.0
AMAT,22.07.31,2022,FY4Q,7.47,13.97,29.12,6.59,0.98,13.87,7.64,3.67,16.2,55.6,25.8,46.9,116.7,225.9,34.0
AMAT,22.05.01,2022,FY3Q,7.49,13.19,28.29,6.73,0.96,14.43,8.42,3.93,16.5,56.6,26.7,49.5,119.9,229.2,-
AMAT,22.01.30,2022,FY2Q,7.18,13.38,27.19,7.51,0.94,17.97,9.9,4.87,17.62,54.4,26.2,49.5,113.9,250.8,-
AMAT,21.10.31,2022,FY1Q,6.4,13.46,25.34,5.98,0.92,20.96,10.08,5.35,22.67,49.3,24.1,46.2,110.9,253.9,-
C,25.09.30,2025,FY4Q,7.11,117.03,46.66,-38.12,2.28,12.72,0.88,2.2,-2.69,6.9,0.6,0.7,1140.1,-,-
C,25.06.30,2025,FY3Q,6.76,114.89,44.75,-46.97,2.24,11.21,0.75,1.91,-1.82,6.7,0.6,0.7,1129.6,-,-
C,25.03.31,2025,FY2Q,6.32,113.04,43.33,-35.95,2.21,10.0,0.63,1.64,-1.98,6.4,0.5,0.6,1110.2,-,-
C,24.12.31,2025,FY1Q,5.94,109.71,42.67,-10.34,2.18,10.5,0.64,1.64,-6.77,6.1,0.5,0.6,1027.6,-,-
C,24.09.30,2024,FY4Q,3.51,110.05,41.42,-25.86,2.15,14.95,0.57,1.52,-2.43,3.9,0.3,0.4,1062.1,-,-
C,24.06.30,2024,FY3Q,3.63,109.19,41.22,-8.73,2.12,14.59,0.58,1.54,-7.26,4.0,0.3,0.4,1054.5,-,-
C,24.03.31,2024,FY2Q,3.44,108.14,40.85,-28.14,2.1,15.12,0.59,1.55,-2.25,3.9,0.3,0.4,1077.1,-,-
C,23.12.31,2024,FY1Q,4.04,106.45,40.65,-38.04,2.08,10.67,0.48,1.26,-1.34,4.4,0.4,0.5,1073.5,-,-
C,23.09.30,2023,FY4Q,6.31,108.87,41.07,-29.07,2.06,5.83,0.38,1.0,-1.42,6.6,0.6,0.7,1030.2,-,-
C,23.06.30,2023,FY3Q,6.31,107.43,39.84,-37.94,2.04,6.63,0.43,1.16,-1.22,6.6,0.6,0.7,1060.9,-,-
C,23.03.31,2023,FY2Q,7.17,107.18,39.93,1.97,2.04,6.02,0.44,1.18,23.79,7.5,0.6,0.7,1078.3,-,-
C,22.12.31,2023,FY1Q,7.0,103.35,38.7,12.88,2.04,5.9,0.44,1.16,3.49,7.5,0.6,0.7,1100.9,-,-
C,22.09.30,2022,FY4Q,7.33,102.52,38.39,0.08,2.04,5.21,0.41,1.09,501.26,7.8,0.7,0.8,1098.9,-,-
C,22.06.30,2022,FY3Q,7.85,102.51,37.75,19.45,2.04,5.36,0.45,1.22,2.36,8.3,0.7,0.8,1096.0,-,-
C,22.03.31,2022,FY2Q,8.51,100.27,36.21,7.43,2.04,5.78,0.54,1.48,7.22,9.1,0.8,0.9,1110.6,-,-
C,21.12.31,2022,FY1Q,10.14,99.35,35.36,23.16,2.04,5.46,0.59,1.67,2.54,10.9,0.9,1.1,1034.2,-,-
DIS,25.06.28,2025,FY3Q,6.39,60.67,52.55,10.64,1.45,19.04,2.02,2.33,11.49,11.1,5.9,13.3,75.9,72.2,9.0
DIS,25.03.29,2025,FY2Q,4.9,57.71,52.01,10.0,0.95,19.9,1.7,1.89,9.81,8.7,4.5,13.7,83.4,66.8,8.0
DIS,24.12.28,2025,FY1Q,3.08,56.25,51.05,8.27,0.95,35.98,1.98,2.18,13.48,5.6,2.9,10.7,88.6,67.9,7.0
DIS,24.09.28,2024,FY4Q,2.72,55.18,50.06,7.66,0.75,35.02,1.73,1.91,12.46,5.0,2.5,9.5,90.1,73.0,7.0
DIS,24.06.29,2024,FY3Q,2.61,55.26,49.44,7.28,0.3,37.9,1.8,2.01,13.66,4.8,2.4,9.1,91.9,71.6,7.0
DIS,24.03.30,2024,FY2Q,0.93,54.12,48.64,7.34,0.3,132.42,2.26,2.52,16.68,1.7,0.8,5.1,92.0,74.9,4.0
DIS,23.12.30,2024,FY1Q,1.63,54.98,48.55,7.11,0.3,55.35,1.64,1.86,12.69,3.0,1.5,6.9,91.6,83.7,5.0
DIS,23.09.30,2023,FY4Q,1.29,54.31,48.63,5.4,0.0,63.0,1.49,1.67,15.03,2.4,1.2,5.8,102.4,105.2,4.0
DIS,23.07.01,2023,FY4Q,1.23,53.37,48.01,4.15,0.0,72.44,1.67,1.86,21.5,2.3,1.1,5.6,104.2,106.9,4.0
DIS,23.04.01,2023,FY3Q,2.25,53.53,47.58,3.67,0.0,44.39,1.87,2.1,27.27,4.3,2.0,8.5,105.6,100.7,5.0
DIS,22.12.31,2023,FY1Q,1.82,52.68,46.26,2.87,0.0,47.72,1.65,1.88,30.25,3.5,1.6,7.5,106.1,99.4,5.0
DIS,22.10.01,2023,FY1Q,1.72,52.15,45.4,3.3,0.0,54.68,1.81,2.08,28.61,3.4,1.5,7.4,110.3,100.1,5.0
DIS,22.07.02,2022,FY4Q,1.72,50.74,44.49,3.36,0.0,55.73,1.89,2.16,28.61,3.5,1.5,7.1,116.4,102.3,5.0
DIS,22.04.02,2022,FY3Q,1.45,49.75,42.06,3.11,0.0,94.09,2.75,3.26,44.08,3.0,1.3,5.7,118.9,106.2,4.0
DIS,22.01.01,2022,FY2Q,1.68,49.4,40.13,2.9,0.0,91.35,3.13,3.86,53.3,3.5,1.5,5.6,121.3,109.6,4.0
DIS,21.10.02,2022,FY1Q,1.09,48.76,37.12,3.07,0.0,160.32,3.61,4.74,57.45,2.3,1.0,3.8,124.9,108.3,2.0
INTC,25.09.27,2025,FY4Q,0.03,23.57,11.84,1.9,0.0,784.77,1.46,2.91,18.12,0.2,0.1,-0.8,82.5,160.2,1.0
INTC,25.06.28,2025,FY3Q,-4.75,22.4,12.15,2.31,0.13,-4.83,1.01,1.87,9.82,-20.7,-10.6,-6.4,88.6,124.0,-45.0
INTC,25.03.29,2025,FY2Q,-4.46,22.97,12.21,2.38,0.25,-5.12,0.99,1.85,9.52,-18.6,-9.7,-6.0,86.0,131.0,-119.0
INTC,24.12.28,2025,FY1Q,-4.38,23.19,12.41,1.94,0.38,-4.67,0.88,1.65,10.56,-17.9,-9.5,-6.2,92.1,132.7,52.0
INTC,24.09.28,2024,FY4Q,-3.72,23.19,12.64,2.27,0.5,-6.41,1.03,1.89,10.49,-15.0,-8.1,-5.1,89.1,131.2,20.0
INTC,24.06.29,2024,FY3Q,0.23,27.01,12.92,2.7,0.5,135.22,1.14,2.39,11.45,0.9,0.5,-0.2,74.4,158.7,1.0
INTC,24.03.30,2024,FY2Q,0.96,24.98,13.02,2.84,0.5,45.93,1.76,3.38,15.52,3.9,2.1,0.4,77.4,156.6,-1.0
INTC,23.12.30,2024,FY1Q,0.4,25.2,12.94,2.74,0.74,125.43,2.01,3.91,18.47,1.7,0.9,0.1,77.3,154.2,0.0
INTC,23.09.30,2023,FY4Q,-0.4,24.23,12.58,3.46,0.98,-90.56,1.46,2.82,10.23,-1.6,-0.9,-2.1,81.7,153.1,5.0
INTC,23.07.01,2023,FY4Q,-0.22,24.16,12.92,2.33,1.22,-151.28,1.38,2.58,14.3,-0.9,-0.5,-2.3,80.3,159.5,6.0
INTC,23.04.01,2023,FY3Q,-0.68,23.61,13.58,1.87,1.46,-47.31,1.38,2.4,17.42,-2.9,-1.6,-2.2,86.6,176.4,11.0
INTC,22.12.31,2023,FY1Q,1.94,24.69,15.35,3.76,1.46,13.61,1.08,1.73,7.07,7.9,4.6,4.6,77.7,156.8,-2.0
INTC,22.10.01,2023,FY1Q,3.25,24.26,16.89,3.19,1.44,7.96,1.06,1.52,8.06,13.3,7.7,9.0,75.0,177.1,-10.0
INTC,22.07.02,2022,FY4Q,4.67,24.69,17.9,5.37,1.43,7.78,1.47,2.03,6.75,19.6,11.2,14.4,68.4,185.9,-21.0
INTC,22.04.02,2022,FY3Q,6.02,25.29,19.05,7.35,1.41,7.96,1.9,2.52,6.53,26.3,14.8,19.6,71.0,213.4,-30.0
INTC,21.12.25,2022,FY1Q,4.86,23.5,19.47,7.26,1.39,10.5,2.19,2.64,7.08,22.7,12.4,16.9,76.5,213.2,40.0
INTU,25.07.31,2025,FY4Q,13.67,70.39,67.25,22.17,4.16,56.61,11.11,11.63,35.28,20.4,11.2,52.5,87.5,136.0,20.0
INTU,25.04.30,2025,FY3Q,12.31,71.88,64.94,22.3,4.02,50.58,8.72,9.65,28.1,18.6,10.4,51.4,81.8,144.7,18.0
INTU,25.01.31,2025,FY2Q,10.71,64.1,61.31,20.71,3.88,55.46,9.39,9.81,29.05,16.6,9.4,46.3,76.5,127.2,16.0
INTU,24.10.31,2025,FY1Q,10.29,64.77,59.25,19.08,3.74,58.6,9.43,10.31,32.02,16.2,9.2,45.0,83.0,124.4,15.0
INTU,24.07.31,2024,FY4Q,10.43,65.84,58.16,17.44,3.6,61.08,9.82,11.11,37.05,16.7,9.7,46.9,74.3,129.2,15.0
INTU,24.04.30,2024,FY3Q,10.83,66.99,56.48,18.96,3.48,57.02,9.34,11.08,32.99,17.6,10.5,49.1,68.3,149.9,15.0
INTU,24.01.31,2024,FY2Q,9.79,60.39,53.91,17.68,3.36,63.8,10.45,11.71,35.7,16.1,9.6,45.5,75.6,117.4,14.0
INTU,23.10.31,2024,FY1Q,9.14,60.69,52.68,16.5,3.24,53.66,8.16,9.41,30.02,15.3,9.2,43.6,67.7,124.7,13.0
INTU,23.07.31,2023,FY4Q,8.42,61.46,51.13,17.96,3.12,60.11,8.3,9.97,28.4,14.3,8.6,39.9,60.9,146.6,13.0
INTU,23.04.30,2023,FY3Q,7.92,62.61,50.07,16.17,3.02,55.63,7.08,8.85,27.42,13.6,8.1,37.8,64.4,150.6,14.0
INTU,23.01.31,2023,FY2Q,6.82,56.38,48.7,15.2,2.92,61.02,7.5,8.68,27.8,11.9,7.0,32.7,71.7,123.1,16.0
INTU,22.10.31,2023,FY1Q,6.57,57.18,47.39,14.49,2.82,64.16,7.5,9.05,29.59,11.5,6.9,30.4,68.6,137.0,20.0
INTU,22.07.31,2022,FY4Q,7.28,58.72,45.45,13.89,2.72,62.28,7.83,10.11,33.09,14.1,8.5,38.4,68.7,139.0,32.0
INTU,22.04.30,2022,FY3Q,8.81,60.15,45.65,14.51,2.63,47.33,6.98,9.2,28.94,19.2,11.7,53.5,68.1,163.1,54.0
INTU,22.01.31,2022,FY2Q,7.83,55.11,40.33,11.15,2.54,72.39,10.08,13.78,49.82,19.2,12.0,56.0,68.7,117.6,61.0
INTU,21.10.31,2022,FY1Q,7.55,35.65,37.79,12.27,2.45,81.72,17.56,16.57,51.03,21.8,13.8,72.4,52.8,209.9,89.0
ISRG,25.09.30,2025,FY4Q,7.57,47.48,26.96,8.3,0.0,58.37,9.47,16.68,54.15,16.1,14.2,22.8,13.6,472.8,-
ISRG,25.06.30,2025,FY3Q,7.18,49.78,25.51,7.88,0.0,74.69,10.91,21.3,68.92,15.6,13.7,21.8,12.4,516.7,-
ISRG,25.03.31,2025,FY2Q,6.83,47.85,24.38,7.64,0.0,71.34,10.33,20.27,64.68,15.5,13.7,21.6,11.8,497.9,-
ISRG,24.12.31,2025,FY1Q,6.42,46.27,23.51,6.8,0.0,80.05,11.31,22.26,76.98,15.3,13.5,22.0,13.5,407.4,-
ISRG,24.09.30,2024,FY4Q,6.22,43.8,22.11,5.12,0.0,77.83,11.2,22.19,95.88,15.6,13.7,21.3,13.3,430.3,-
ISRG,24.06.30,2024,FY3Q,5.82,41.43,21.33,4.68,0.0,75.37,10.73,20.84,94.91,15.4,13.4,22.0,12.6,514.6,-
ISRG,24.03.31,2024,FY2Q,5.54,39.5,20.7,4.83,0.0,70.74,10.07,19.21,82.33,15.4,13.3,22.2,12.8,555.1,-
ISRG,23.12.31,2024,FY1Q,5.03,37.89,20.29,5.16,0.0,66.06,8.93,16.67,65.48,14.7,12.6,22.2,15.4,475.6,-
ISRG,23.09.30,2023,FY4Q,4.25,35.65,19.48,5.75,0.0,67.71,8.19,14.99,50.75,13.0,11.1,21.4,16.7,531.1,-
ISRG,23.06.30,2023,FY3Q,3.99,33.85,18.99,5.3,0.0,84.08,10.09,17.98,64.48,12.5,10.7,19.5,16.4,522.1,-
ISRG,23.03.31,2023,FY2Q,3.66,32.03,18.36,4.68,0.0,68.23,7.98,13.92,54.61,11.5,9.9,17.4,15.7,526.0,-
ISRG,22.12.31,2023,FY1Q,3.65,31.04,17.49,4.19,0.0,70.92,8.49,15.07,62.9,11.3,9.9,16.4,16.9,439.7,-
ISRG,22.09.30,2022,FY4Q,3.78,32.41,17.22,4.56,0.0,48.58,5.81,10.94,41.3,11.6,10.2,16.6,14.6,510.2,-
ISRG,22.06.30,2022,FY3Q,3.92,33.57,16.65,4.86,0.0,50.22,5.99,12.08,41.43,12.1,10.7,17.0,13.5,535.5,-
ISRG,22.03.31,2022,FY2Q,4.49,33.77,16.48,5.12,0.0,65.65,8.92,18.28,58.82,14.2,12.5,18.7,12.6,521.8,-
ISRG,21.12.31,2022,FY1Q,4.66,33.42,16.04,5.87,0.0,75.3,10.79,22.48,61.43,15.4,13.5,20.3,13.5,508.3,-
LIN,25.09.30,2025,FY4Q,14.94,82.37,71.47,21.61,5.89,31.4,5.77,6.65,21.99,18.5,8.5,19.0,118.9,82.3,37.0
LIN,25.06.30,2025,FY3Q,14.07,81.8,70.6,21.05,5.78,32.93,5.74,6.65,22.31,17.5,8.1,18.8,119.7,92.6,35.0
LIN,25.03.31,2025,FY2Q,13.78,80.35,69.76,20.35,5.67,33.31,5.79,6.67,22.87,17.2,8.1,19.2,113.7,93.9,34.0
LIN,24.12.31,2025,FY1Q,13.62,79.56,68.94,19.68,5.56,30.37,5.23,6.04,21.16,17.0,8.1,19.6,106.7,89.0,33.0
LIN,24.09.30,2024,FY4Q,13.16,82.01,69.14,19.56,5.45,35.67,5.81,6.9,24.38,16.4,7.9,19.6,107.1,95.8,30.0
LIN,24.06.30,2024,FY3Q,13.13,79.54,68.39,19.02,5.34,32.97,5.53,6.43,23.1,16.4,8.0,20.3,106.5,95.1,34.0
LIN,24.03.31,2024,FY2Q,12.88,80.57,67.98,19.4,5.22,35.44,5.76,6.83,23.91,16.0,7.9,20.6,103.3,91.1,36.0
LIN,23.12.31,2024,FY1Q,12.59,81.36,67.3,19.06,5.11,32.13,5.01,6.06,21.4,15.6,7.8,20.9,100.0,80.3,40.0
LIN,23.09.30,2023,FY4Q,12.09,79.85,66.62,17.8,5.0,30.36,4.67,5.6,20.95,15.1,7.6,20.5,96.6,82.9,48.0
LIN,23.06.30,2023,FY3Q,11.44,81.52,67.59,17.95,4.89,32.82,4.68,5.65,21.26,14.5,7.3,20.1,93.9,78.4,53.0
LIN,23.03.31,2023,FY2Q,8.99,81.27,67.8,17.84,4.79,38.97,4.38,5.25,19.94,11.4,5.8,16.7,97.5,72.6,65.0
LIN,22.12.31,2023,FY1Q,8.23,80.1,66.76,17.74,4.68,38.89,4.03,4.83,18.19,10.3,5.3,15.2,95.6,79.2,86.0
LIN,22.09.30,2022,FY4Q,7.57,75.68,67.91,20.12,4.57,34.94,3.57,3.98,13.43,9.4,4.9,14.2,94.0,74.4,81.0
LIN,22.06.30,2022,FY3Q,6.91,79.18,65.13,19.8,4.46,40.75,3.65,4.43,14.58,8.3,4.4,12.7,92.9,73.7,89.0
LIN,22.03.31,2022,FY2Q,7.77,84.71,62.63,18.96,4.35,40.35,3.78,5.11,16.87,9.1,4.8,13.7,89.3,84.5,80.0
LIN,21.12.31,2022,FY1Q,7.33,85.19,59.57,18.81,4.24,46.41,4.03,5.77,18.26,8.5,4.6,13.1,82.1,74.5,65.0
NOW,25.09.30,2025,FY4Q,8.28,54.43,61.01,23.32,0.0,110.58,16.94,15.11,39.54,16.5,8.1,20.4,92.8,106.3,-
NOW,25.06.30,2025,FY3Q,7.95,52.77,58.2,22.68,0.0,128.12,19.47,17.65,45.29,16.6,8.1,19.1,101.7,109.2,-
NOW,25.03.31,2025,FY2Q,7.37,49.02,55.45,22.26,0.0,106.64,16.18,14.3,35.63,16.3,7.9,18.3,106.8,112.3,-
NOW,24.12.31,2025,FY1Q,6.84,46.68,53.36,20.73,0.0,153.25,22.73,19.88,51.18,16.0,7.6,17.4,112.1,109.9,-
